ID,SEX,D.O.B,MONITOR.START.YEAR,MONITOR.START.YR,MONITOR.END.YEAR,MONITOR.END.YR,AGE.START.MONTHS,AGE.CLASS.START,CATEGORY.START,AGE.DEATH.MONTHS,AGE.MONTHS.12,AGE.MONTHS.24,AGE.CLASS.DEATH,CATEGORY.DEATH,FATE,CENSUS.STATUS,AGE.MET.12,AGE.MET.24,MOTHER,LITTER,MOTHER.AGE.LITTER,MOTHER.AGE.CLASS.LITTER,SURVIVED.12,SURVIVED.24
242,NA,41518,41518,2013,42005,2015,0,CUB,NA_CUB,16,12,16,JUVENILE,NA_JUVENILE,CENSORED,0,0,1,Nsele,2,47,ADULT_36_48,1,0
243,NA,41518,41518,2013,42005,2015,0,CUB,NA_CUB,16,12,16,JUVENILE,NA_JUVENILE,CENSORED,0,0,1,Nsele,2,47,ADULT_36_48,1,0
244,NA,39114,39114,2007,39173,2007,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Nyeleti,1,49,ADULT_48_60,0,0
245,NA,39114,39114,2007,39173,2007,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Nyeleti,1,49,ADULT_48_60,0,0
246,FEMALE,39539,39539,2008,39753,2008,0,CUB,FEMALE_CUB,7,7,7,CUB,FEMALE_CUB,MORTALITY,1,1,1,Nyeleti,2,63,ADULT_60_72,0,0
247,FEMALE,39539,39539,2008,40452,2010,0,CUB,FEMALE_CUB,30,12,24,SUBADULT,FEMALE_SUBADULT,MORTALITY,1,0,0,Nyeleti,2,63,ADULT_60_72,1,1
248,MALE,39995,39995,2009,40940,2012,0,CUB,MALE_CUB,31,12,24,SUBADULT,MALE_SUBADULT,CENSORED,0,0,0,Nyeleti,3,78,ADULT_72_84,1,1
249,FEMALE,39995,39995,2009,42005,2015,0,CUB,FEMALE_CUB,66,12,24,ADULT_60_72,FEMALE_ADULT_60_72,CENSORED,0,0,0,Nyeleti,3,78,ADULT_72_84,1,1
250,MALE,39995,39995,2009,42005,2015,0,CUB,MALE_CUB,66,12,24,ADULT_60_72,MALE_ADULT_60_72,CENSORED,0,0,0,Nyeleti,3,78,ADULT_72_84,1,1
251,MALE,39814,39814,2009,40057,2009,0,CUB,MALE_CUB,8,8,8,CUB,MALE_CUB,MORTALITY,1,1,1,Ostrich_Koppies,1,51,ADULT_48_60,0,0
252,MALE,39814,39814,2009,40118,2009,0,CUB,MALE_CUB,10,10,10,CUB,MALE_CUB,MORTALITY,1,1,1,Ostrich_Koppies,1,51,ADULT_48_60,0,0
253,NA,40422,40422,2010,40513,2010,0,CUB,NA_CUB,3,3,3,CUB,NA_CUB,MORTALITY,1,1,1,Ostrich_Koppies,2,71,ADULT_60_72,0,0
254,FEMALE,40422,40422,2010,40940,2012,0,CUB,FEMALE_CUB,17,12,17,JUVENILE,FEMALE_JUVENILE,CENSORED,0,0,1,Ostrich_Koppies,2,71,ADULT_60_72,1,0
255,NA,41030,41030,2012,41061,2012,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Ostrich_Koppies,3,91,ADULT_84,0,0
256,NA,41030,41030,2012,41061,2012,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Ostrich_Koppies,3,91,ADULT_84,0,0
257,NA,41275,41275,2013,41365,2013,0,CUB,NA_CUB,3,3,3,CUB,NA_CUB,MORTALITY,1,1,1,Ostrich_Koppies,4,99,ADULT_84,0,0
258,FEMALE,41275,41275,2013,41456,2013,0,CUB,FEMALE_CUB,6,6,6,CUB,FEMALE_CUB,MORTALITY,1,1,1,Ostrich_Koppies,4,99,ADULT_84,0,0
259,NA,41640,41640,2014,41671,2014,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Ostrich_Koppies,5,111,ADULT_84,0,0
260,NA,41640,41640,2014,41672,2014,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Ostrich_Koppies,5,111,ADULT_84,0,0
261,FEMALE,41791,41791,2014,41944,2014,0,CUB,FEMALE_CUB,5,5,5,CUB,FEMALE_CUB,MORTALITY,1,1,1,Ostrich_Koppies,6,116,ADULT_84,0,0
262,MALE,41791,41791,2014,42005,2015,0,CUB,MALE_CUB,7,7,7,CUB,MALE_CUB,CENSORED,0,1,1,Ostrich_Koppies,6,116,ADULT_84,0,0
263,NA,38534,38534,2005,38565,2005,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Ravenscourt,1,43,ADULT_36_48,0,0
264,NA,38534,38534,2005,38565,2005,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Ravenscourt,1,43,ADULT_36_48,0,0
265,FEMALE,38777,38777,2006,38869,2006,0,CUB,FEMALE_CUB,3,3,3,CUB,FEMALE_CUB,MORTALITY,1,1,1,Ravenscourt,2,51,ADULT_48_60,0,0
266,MALE,38777,38777,2006,39753,2008,0,CUB,MALE_CUB,32,12,24,SUBADULT,MALE_SUBADULT,CENSORED,0,0,0,Ravenscourt,2,51,ADULT_48_60,1,1
267,FEMALE,39417,39417,2007,39539,2008,0,CUB,FEMALE_CUB,4,4,4,CUB,FEMALE_CUB,MORTALITY,1,1,1,Ravenscourt,3,72,ADULT_60_72,0,0
268,MALE,39417,39417,2007,40940,2012,0,CUB,MALE_CUB,50,12,24,ADULT_48_60,MALE_ADULT_48_60,CENSORED,0,0,0,Ravenscourt,3,72,ADULT_60_72,1,1
269,MALE,39904,39904,2009,40330,2010,0,CUB,MALE_CUB,14,12,14,JUVENILE,MALE_JUVENILE,MORTALITY,1,0,1,Ravenscourt,4,88,ADULT_84,1,0
270,MALE,39904,39904,2009,40575,2011,0,CUB,MALE_CUB,22,12,22,JUVENILE,MALE_JUVENILE,CENSORED,0,0,1,Ravenscourt,4,88,ADULT_84,1,0
271,MALE,40544,40544,2011,40575,2011,0,CUB,MALE_CUB,1,1,1,CUB,MALE_CUB,MORTALITY,1,1,1,Ravenscourt,5,109,ADULT_84,0,0
272,MALE,40544,40544,2011,40695,2011,0,CUB,MALE_CUB,5,5,5,CUB,MALE_CUB,MORTALITY,1,1,1,Ravenscourt,5,109,ADULT_84,0,0
273,FEMALE,40544,40544,2011,40817,2011,0,CUB,FEMALE_CUB,9,9,9,CUB,FEMALE_CUB,MORTALITY,1,1,1,Ravenscourt,5,109,ADULT_84,0,0
274,NA,40940,40940,2012,40969,2012,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Ravenscourt,6,122,ADULT_84,0,0
275,MALE,40940,40940,2012,41153,2012,0,CUB,MALE_CUB,7,7,7,CUB,MALE_CUB,MORTALITY,1,1,1,Ravenscourt,6,122,ADULT_84,0,0
276,MALE,40940,40940,2012,42005,2015,0,CUB,MALE_CUB,35,12,24,SUBADULT,MALE_SUBADULT,CENSORED,0,0,0,Ravenscourt,6,122,ADULT_84,1,1
277,FEMALE,38838,38838,2006,40969,2012,0,CUB,FEMALE_CUB,70,12,24,ADULT_60_72,FEMALE_ADULT_60_72,MORTALITY,1,0,0,Rollercoaster,1,47,ADULT_36_48,1,1
278,NA,39783,39783,2008,39873,2009,0,CUB,NA_CUB,3,3,3,CUB,NA_CUB,MORTALITY,1,1,1,Rollercoaster,2,78,ADULT_72_84,0,0
279,MALE,39783,39783,2008,40483,2010,0,CUB,MALE_CUB,23,12,23,JUVENILE,MALE_JUVENILE,CENSORED,0,0,1,Rollercoaster,2,78,ADULT_72_84,1,0
280,MALE,40634,40634,2011,41548,2013,0,CUB,MALE_CUB,30,12,24,SUBADULT,MALE_SUBADULT,CENSORED,0,0,0,Rollercoaster,3,106,ADULT_84,1,1
281,FEMALE,41244,41244,2012,42005,2015,0,CUB,FEMALE_CUB,25,12,24,SUBADULT,FEMALE_SUBADULT,CENSORED,0,0,0,Rollercoaster,4,126,ADULT_84,1,1
282,NA,32690,32690,1989,32752,1989,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Sand_River,1,45,ADULT_36_48,0,0
283,NA,32690,32690,1989,32752,1989,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Sand_River,1,45,ADULT_36_48,0,0
284,NA,32964,32964,1990,33055,1990,0,CUB,NA_CUB,3,3,3,CUB,NA_CUB,MORTALITY,1,1,1,Sand_River,2,54,ADULT_48_60,0,0
285,FEMALE,32964,32964,1990,33390,1991,0,CUB,FEMALE_CUB,14,12,14,JUVENILE,FEMALE_JUVENILE,CENSORED,0,0,1,Sand_River,2,54,ADULT_48_60,1,0
286,MALE,35704,35704,1997,36434,1999,0,CUB,MALE_CUB,24,12,24,JUVENILE,MALE_JUVENILE,CENSORED,0,0,1,Safari,1,55,ADULT_48_60,1,1
287,MALE,35704,35704,1997,36434,1999,0,CUB,MALE_CUB,24,12,24,JUVENILE,MALE_JUVENILE,CENSORED,0,0,1,Safari,1,55,ADULT_48_60,1,1
288,NA,36557,36557,2000,36617,2000,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Safari,2,83,ADULT_72_84,0,0
289,NA,36557,36557,2000,36617,2000,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Safari,2,83,ADULT_72_84,0,0
290,MALE,36892,36892,2001,37926,2003,0,CUB,MALE_CUB,34,12,24,SUBADULT,MALE_SUBADULT,MORTALITY,1,0,0,Safari,3,94,ADULT_84,1,1
291,MALE,36892,36892,2001,37926,2003,0,CUB,MALE_CUB,34,12,24,SUBADULT,MALE_SUBADULT,MORTALITY,1,0,0,Safari,3,94,ADULT_84,1,1
292,FEMALE,38047,38047,2004,38777,2006,0,CUB,FEMALE_CUB,24,12,24,JUVENILE,FEMALE_JUVENILE,MORTALITY,1,0,1,Safari,4,132,ADULT_84,1,1
293,FEMALE,38047,38047,2004,42005,2015,0,CUB,FEMALE_CUB,130,12,24,ADULT_84,FEMALE_ADULT_84,CENSORED,0,0,0,Safari,4,132,ADULT_84,1,1
294,FEMALE,38687,38687,2005,39052,2006,0,CUB,FEMALE_CUB,12,12,12,CUB,FEMALE_CUB,MORTALITY,1,1,1,Safari,5,153,ADULT_84,1,0
295,MALE,38687,38687,2005,40179,2010,0,CUB,MALE_CUB,49,12,24,ADULT_48_60,MALE_ADULT_48_60,CENSORED,0,0,0,Safari,5,153,ADULT_84,1,1
296,NA,39783,39783,2008,39845,2009,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Safari,6,189,ADULT_84,0,0
297,NA,39783,39783,2008,39845,2009,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Safari,6,189,ADULT_84,0,0
298,NA,39722,39722,2008,39753,2008,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Salayexe,1,42,ADULT_36_48,0,0
299,NA,39722,39722,2008,39753,2008,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Salayexe,1,42,ADULT_36_48,0,0
300,MALE,39904,39904,2009,40575,2011,0,CUB,MALE_CUB,22,12,22,JUVENILE,MALE_JUVENILE,CENSORED,0,0,1,Salayexe,2,48,ADULT_36_48,1,0
301,FEMALE,39904,39904,2009,42005,2015,0,CUB,FEMALE_CUB,69,12,24,ADULT_60_72,FEMALE_ADULT_60_72,CENSORED,0,0,0,Salayexe,2,48,ADULT_36_48,1,1
302,NA,40575,40575,2011,40695,2011,0,CUB,NA_CUB,4,4,4,CUB,NA_CUB,MORTALITY,1,1,1,Salayexe,3,70,ADULT_60_72,0,0
303,NA,40575,40575,2011,40695,2011,0,CUB,NA_CUB,4,4,4,CUB,NA_CUB,MORTALITY,1,1,1,Salayexe,3,70,ADULT_60_72,0,0
304,NA,40848,40848,2011,40878,2011,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Salayexe,4,79,ADULT_72_84,0,0
305,NA,40848,40848,2011,40878,2011,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Salayexe,4,79,ADULT_72_84,0,0
306,NA,41061,41061,2012,41122,2012,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Salayexe,5,86,ADULT_84,0,0
307,FEMALE,41061,41061,2012,41426,2013,0,CUB,FEMALE_CUB,12,12,12,CUB,FEMALE_CUB,MORTALITY,1,1,1,Salayexe,5,86,ADULT_84,1,0
308,NA,41699,41699,2014,41791,2014,0,CUB,NA_CUB,3,3,3,CUB,NA_CUB,MORTALITY,1,1,1,Salayexe,6,107,ADULT_84,0,0
309,NA,41699,41699,2014,41791,2014,0,CUB,NA_CUB,3,3,3,CUB,NA_CUB,MORTALITY,1,1,1,Salayexe,6,107,ADULT_84,0,0
310,NA,41944,41944,2014,42005,2015,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Salayexe,7,115,ADULT_84,0,0
311,MALE,36678,36678,2000,37226,2001,0,CUB,MALE_CUB,18,12,18,JUVENILE,MALE_JUVENILE,CENSORED,0,0,1,Saseka,1,36,SUBADULT,1,0
312,MALE,36678,36678,2000,37226,2001,0,CUB,MALE_CUB,18,12,18,JUVENILE,MALE_JUVENILE,CENSORED,0,0,1,Saseka,1,36,SUBADULT,1,0
313,FEMALE,37622,37622,2003,40695,2011,0,CUB,FEMALE_CUB,101,12,24,ADULT_84,FEMALE_ADULT_84,MORTALITY,1,0,0,Saseka,2,67,ADULT_60_72,1,1
314,NA,38322,38322,2004,38353,2005,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Saseka,3,90,ADULT_84,0,0
315,NA,38322,38322,2004,38353,2005,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Saseka,3,90,ADULT_84,0,0
316,NA,38443,38443,2005,38534,2005,0,CUB,NA_CUB,3,3,3,CUB,NA_CUB,MORTALITY,1,1,1,Saseka,4,94,ADULT_84,0,0
317,FEMALE,38443,38443,2005,42005,2015,0,CUB,FEMALE_CUB,117,12,24,ADULT_84,FEMALE_ADULT_84,CENSORED,0,0,0,Saseka,4,94,ADULT_84,1,1
318,NA,39052,39052,2006,39114,2007,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Saseka,5,114,ADULT_84,0,0
319,NA,39052,39052,2006,39264,2007,0,CUB,NA_CUB,7,7,7,CUB,NA_CUB,MORTALITY,1,1,1,Saseka,5,114,ADULT_84,0,0
320,FEMALE,41244,41244,2012,42005,2015,0,CUB,FEMALE_CUB,25,12,24,SUBADULT,FEMALE_SUBADULT,CENSORED,0,0,0,Scotia,1,42,ADULT_36_48,1,1
321,FEMALE,41852,41852,2014,42005,2015,0,CUB,FEMALE_CUB,5,5,5,CUB,FEMALE_CUB,CENSORED,0,1,1,Scotia,2,62,ADULT_60_72,0,0
322,MALE,41852,41852,2014,42005,2015,0,CUB,MALE_CUB,5,5,5,CUB,MALE_CUB,CENSORED,0,1,1,Scotia,2,62,ADULT_60_72,0,0
323,NA,40452,40452,2010,40513,2010,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Shadow,1,44,ADULT_36_48,0,0
324,NA,40452,40452,2010,40634,2011,0,CUB,NA_CUB,6,6,6,CUB,NA_CUB,MORTALITY,1,1,1,Shadow,1,44,ADULT_36_48,0,0
325,NA,40909,40909,2012,40940,2012,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Shadow,2,59,ADULT_48_60,0,0
326,NA,40909,40909,2012,40940,2012,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Shadow,2,59,ADULT_48_60,0,0
327,FEMALE,41183,41183,2012,41426,2013,0,CUB,FEMALE_CUB,8,8,8,CUB,FEMALE_CUB,MORTALITY,1,1,1,Shadow,3,68,ADULT_60_72,0,0
328,FEMALE,41183,41183,2012,41426,2013,0,CUB,FEMALE_CUB,8,8,8,CUB,FEMALE_CUB,MORTALITY,1,1,1,Shadow,3,68,ADULT_60_72,0,0
329,NA,41579,41579,2013,41730,2014,0,CUB,NA_CUB,5,5,5,CUB,NA_CUB,MORTALITY,1,1,1,Shadow,4,81,ADULT_72_84,0,0
330,NA,41579,41579,2013,41760,2014,0,CUB,NA_CUB,6,6,6,CUB,NA_CUB,MORTALITY,1,1,1,Shadow,4,81,ADULT_72_84,0,0
331,NA,41883,41883,2014,41944,2014,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Shadow,5,91,ADULT_84,0,0
332,MALE,41883,41883,2014,42005,2015,0,CUB,MALE_CUB,4,4,4,CUB,MALE_CUB,CENSORED,0,1,1,Shadow,5,91,ADULT_84,0,0
333,NA,37469,37469,2002,37530,2002,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Shangwa,1,45,ADULT_36_48,0,0
334,NA,37469,37469,2002,37530,2002,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Shangwa,1,45,ADULT_36_48,0,0
335,NA,37712,37712,2003,37742,2003,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Shangwa,2,53,ADULT_48_60,0,0
336,NA,37712,37712,2003,37742,2003,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Shangwa,2,53,ADULT_48_60,0,0
337,MALE,37956,37956,2003,38018,2004,0,CUB,MALE_CUB,2,2,2,CUB,MALE_CUB,MORTALITY,1,1,1,Shangwa,3,61,ADULT_60_72,0,0
338,FEMALE,37956,37956,2003,40360,2010,0,CUB,FEMALE_CUB,79,12,24,ADULT_72_84,FEMALE_ADULT_72_84,MORTALITY,1,0,0,Shangwa,3,61,ADULT_60_72,1,1
339,MALE,37956,37956,2003,40513,2010,0,CUB,MALE_CUB,84,12,24,ADULT_72_84,MALE_ADULT_72_84,MORTALITY,1,0,0,Shangwa,3,61,ADULT_60_72,1,1
340,NA,38596,38596,2005,38687,2005,0,CUB,NA_CUB,3,3,3,CUB,NA_CUB,MORTALITY,1,1,1,Shangwa,4,82,ADULT_72_84,0,0
341,FEMALE,38596,38596,2005,39387,2007,0,CUB,FEMALE_CUB,26,12,24,SUBADULT,FEMALE_SUBADULT,CENSORED,0,0,0,Shangwa,4,82,ADULT_72_84,1,1
342,FEMALE,38596,38596,2005,42005,2015,0,CUB,FEMALE_CUB,112,12,24,ADULT_84,FEMALE_ADULT_84,CENSORED,0,0,0,Shangwa,4,82,ADULT_72_84,1,1
343,FEMALE,39479,39479,2008,39508,2008,0,CUB,FEMALE_CUB,1,1,1,CUB,FEMALE_CUB,MORTALITY,1,1,1,Shangwa,5,111,ADULT_84,0,0
344,FEMALE,39479,39479,2008,39508,2008,0,CUB,FEMALE_CUB,1,1,1,CUB,FEMALE_CUB,MORTALITY,1,1,1,Shangwa,5,111,ADULT_84,0,0
345,MALE,39479,39479,2008,39630,2008,0,CUB,MALE_CUB,5,5,5,CUB,MALE_CUB,MORTALITY,1,1,1,Shangwa,5,111,ADULT_84,0,0
346,FEMALE,39783,39783,2008,40756,2011,0,CUB,FEMALE_CUB,32,12,24,SUBADULT,FEMALE_SUBADULT,CENSORED,0,0,0,Shangwa,6,121,ADULT_84,1,1
347,MALE,40544,40544,2011,41640,2014,0,CUB,MALE_CUB,36,12,24,SUBADULT,MALE_SUBADULT,MORTALITY,1,0,0,Shangwa,7,146,ADULT_84,1,1
348,MALE,41334,41334,2013,41487,2013,0,CUB,MALE_CUB,5,5,5,CUB,MALE_CUB,MORTALITY,1,1,1,Tamboti,1,65,ADULT_60_72,0,0
349,FEMALE,41334,41334,2013,42005,2015,0,CUB,FEMALE_CUB,22,12,22,JUVENILE,FEMALE_JUVENILE,CENSORED,0,0,1,Tamboti,1,65,ADULT_60_72,1,0
350,NA,41671,41671,2014,41791,2014,0,CUB,NA_CUB,4,4,4,CUB,NA_CUB,MORTALITY,1,1,1,Tasselberry,NA,NA,NA,0,0
351,NA,41944,41944,2014,42005,2015,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,CENSORED,0,1,1,Tasselberry,NA,NA,NA,0,0
352,NA,36100,36100,1998,36161,1999,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Tavangumi,1,46,ADULT_36_48,0,0
353,FEMALE,36100,36100,1998,41183,2012,0,CUB,FEMALE_CUB,167,12,24,ADULT_84,FEMALE_ADULT_84,MORTALITY,1,0,0,Tavangumi,1,46,ADULT_36_48,1,1
354,MALE,36861,36861,2000,42005,2015,0,CUB,MALE_CUB,169,12,24,ADULT_84,MALE_ADULT_84,CENSORED,0,0,0,Tavangumi,2,71,ADULT_60_72,1,1
355,NA,37622,37622,2003,37681,2003,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Tavangumi,3,96,ADULT_84,0,0
356,FEMALE,37622,37622,2003,38169,2004,0,CUB,FEMALE_CUB,18,12,18,JUVENILE,FEMALE_JUVENILE,CENSORED,0,0,1,Tavangumi,3,96,ADULT_84,1,0
357,NA,38384,38384,2005,38443,2005,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Tavangumi,4,121,ADULT_84,0,0
358,MALE,38384,38384,2005,38930,2006,0,CUB,MALE_CUB,18,12,18,JUVENILE,MALE_JUVENILE,CENSORED,0,0,1,Tavangumi,4,121,ADULT_84,1,0
359,NA,39142,39142,2007,39203,2007,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Tavangumi,5,146,ADULT_84,0,0
360,NA,39142,39142,2007,39203,2007,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Tavangumi,5,146,ADULT_84,0,0
361,NA,39448,39448,2008,39508,2008,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Tavangumi,6,156,ADULT_84,0,0
362,NA,39448,39448,2008,39508,2008,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Tavangumi,6,156,ADULT_84,0,0
363,MALE,39722,39722,2008,40483,2010,0,CUB,MALE_CUB,25,12,24,SUBADULT,MALE_SUBADULT,CENSORED,0,0,0,Tavangumi,7,165,ADULT_84,1,1
364,NA,40513,40513,2010,40544,2011,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Thandi,1,46,ADULT_36_48,0,0
365,MALE,40513,40513,2010,41730,2014,0,CUB,MALE_CUB,40,12,24,ADULT_36_48,MALE_ADULT_36_48,MORTALITY,1,0,0,Thandi,1,46,ADULT_36_48,1,1
366,FEMALE,41153,41153,2012,41456,2013,0,CUB,FEMALE_CUB,10,10,10,CUB,FEMALE_CUB,MORTALITY,1,1,1,Thandi,2,67,ADULT_60_72,0,0
367,MALE,41153,41153,2012,42005,2015,0,CUB,MALE_CUB,28,12,24,SUBADULT,MALE_SUBADULT,CENSORED,0,0,0,Thandi,2,67,ADULT_60_72,1,1
368,NA,41852,41852,2014,42005,2015,0,CUB,NA_CUB,5,5,5,CUB,NA_CUB,CENSORED,0,1,1,Thandi,3,90,ADULT_84,0,0
369,NA,41852,41852,2014,42005,2015,0,CUB,NA_CUB,5,5,5,CUB,NA_CUB,CENSORED,0,1,1,Thandi,3,90,ADULT_84,0,0
370,NA,41518,41518,2013,41548,2013,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Thlangisa,1,53,ADULT_48_60,0,0
371,NA,41518,41518,2013,41548,2013,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Thlangisa,1,53,ADULT_48_60,0,0
372,FEMALE,41730,41730,2014,42005,2015,0,CUB,FEMALE_CUB,9,9,9,CUB,FEMALE_CUB,CENSORED,0,1,1,Thlangisa,2,60,ADULT_48_60,0,0
373,FEMALE,41730,41730,2014,42005,2015,0,CUB,FEMALE_CUB,9,9,9,CUB,FEMALE_CUB,CENSORED,0,1,1,Thlangisa,2,60,ADULT_48_60,0,0
374,NA,34973,34973,1995,35034,1995,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Toulon,1,55,ADULT_48_60,0,0
375,NA,34973,34973,1995,35034,1995,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Toulon,1,55,ADULT_48_60,0,0
376,MALE,35309,35309,1996,35551,1997,0,CUB,MALE_CUB,8,8,8,CUB,MALE_CUB,MORTALITY,1,1,1,Toulon,2,66,ADULT_60_72,0,0
377,NA,35765,35765,1997,35827,1998,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Toulon,3,81,ADULT_72_84,0,0
378,NA,35765,35765,1997,35827,1998,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Toulon,3,81,ADULT_72_84,0,0
379,MALE,36161,36161,1999,36647,2000,0,CUB,MALE_CUB,16,12,16,JUVENILE,MALE_JUVENILE,CENSORED,0,0,1,Toulon,4,94,ADULT_84,1,0
380,NA,36892,36892,2001,36951,2001,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Toulon,5,118,ADULT_84,0,0
381,NA,36892,36892,2001,36951,2001,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Toulon,5,118,ADULT_84,0,0
382,NA,37043,37043,2001,37135,2001,0,CUB,NA_CUB,3,3,3,CUB,NA_CUB,MORTALITY,1,1,1,Toulon,6,123,ADULT_84,0,0
383,NA,37043,37043,2001,37135,2001,0,CUB,NA_CUB,3,3,3,CUB,NA_CUB,MORTALITY,1,1,1,Toulon,6,123,ADULT_84,0,0
384,NA,37288,37288,2002,37347,2002,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Toulon,7,131,ADULT_84,0,0
385,NA,37288,37288,2002,37347,2002,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Toulon,7,131,ADULT_84,0,0
386,NA,37561,37561,2002,37712,2003,0,CUB,NA_CUB,5,5,5,CUB,NA_CUB,MORTALITY,1,1,1,Toulon,8,140,ADULT_84,0,0
387,MALE,37561,37561,2002,38384,2005,0,CUB,MALE_CUB,27,12,24,SUBADULT,MALE_SUBADULT,CENSORED,0,0,0,Toulon,8,140,ADULT_84,1,1
388,NA,38384,38384,2005,38412,2005,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Toulon,9,167,ADULT_84,0,0
389,NA,38384,38384,2005,38412,2005,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Toulon,9,167,ADULT_84,0,0
390,NA,38504,38504,2005,38687,2005,0,CUB,NA_CUB,6,6,6,CUB,NA_CUB,MORTALITY,1,1,1,Toulon,10,171,ADULT_84,0,0
391,MALE,38504,38504,2005,38961,2006,0,CUB,MALE_CUB,15,12,15,JUVENILE,MALE_JUVENILE,CENSORED,0,0,1,Toulon,10,171,ADULT_84,1,0
392,NA,36923,36923,2001,37073,2001,0,CUB,NA_CUB,5,5,5,CUB,NA_CUB,MORTALITY,1,1,1,Tugwaan_Y._Female,1,59,ADULT_48_60,0,0
393,NA,36923,36923,2001,37073,2001,0,CUB,NA_CUB,5,5,5,CUB,NA_CUB,MORTALITY,1,1,1,Tugwaan_Y._Female,1,59,ADULT_48_60,0,0
