ID,SEX,D.O.B,MONITOR.START.YEAR,MONITOR.START.YR,MONITOR.END.YEAR,MONITOR.END.YR,AGE.START.MONTHS,AGE.CLASS.START,CATEGORY.START,AGE.DEATH.MONTHS,AGE.MONTHS.12,AGE.MONTHS.24,AGE.CLASS.DEATH,CATEGORY.DEATH,FATE,CENSUS.STATUS,AGE.MET.12,AGE.MET.24,MOTHER,LITTER,MOTHER.AGE.LITTER,MOTHER.AGE.CLASS.LITTER,SURVIVED.12,SURVIVED.24
394,NA,40391,40391,2010,40513,2010,0,CUB,NA_CUB,4,4,4,CUB,NA_CUB,MORTALITY,1,1,1,Tutlwa,1,53,ADULT_48_60,0,0
395,FEMALE,40695,40695,2011,42005,2015,0,CUB,FEMALE_CUB,43,12,24,ADULT_36_48,FEMALE_ADULT_36_48,CENSORED,0,0,0,Tutlwa,2,63,ADULT_60_72,1,1
396,MALE,40695,40695,2011,42005,2015,0,CUB,MALE_CUB,43,12,24,ADULT_36_48,MALE_ADULT_36_48,CENSORED,0,0,0,Tutlwa,2,63,ADULT_60_72,1,1
397,NA,41275,41275,2013,41306,2013,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Tutlwa,3,82,ADULT_72_84,0,0
398,NA,41275,41275,2013,41306,2013,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Tutlwa,3,82,ADULT_72_84,0,0
399,NA,41275,41275,2013,41306,2013,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Tutlwa,3,82,ADULT_72_84,0,0
400,FEMALE,41456,41456,2013,41821,2014,0,CUB,FEMALE_CUB,12,12,12,CUB,FEMALE_CUB,MORTALITY,1,1,1,Tutlwa,4,88,ADULT_84,1,0
401,MALE,41456,41456,2013,42005,2015,0,CUB,MALE_CUB,18,12,18,JUVENILE,MALE_JUVENILE,CENSORED,0,0,1,Tutlwa,4,88,ADULT_84,1,0
402,NA,37135,37135,2001,37165,2001,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Vomba,1,45,ADULT_36_48,0,0
403,NA,37135,37135,2001,37165,2001,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Vomba,1,45,ADULT_36_48,0,0
404,NA,37530,37530,2002,37561,2002,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Vomba,2,58,ADULT_48_60,0,0
405,NA,37530,37530,2002,37561,2002,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Vomba,2,58,ADULT_48_60,0,0
406,NA,37773,37773,2003,37865,2003,0,CUB,NA_CUB,3,3,3,CUB,NA_CUB,MORTALITY,1,1,1,Vomba,3,66,ADULT_60_72,0,0
407,FEMALE,37773,37773,2003,39234,2007,0,CUB,FEMALE_CUB,48,12,24,ADULT_36_48,FEMALE_ADULT_36_48,MORTALITY,1,0,0,Vomba,3,66,ADULT_60_72,1,1
408,NA,38292,38292,2004,38384,2005,0,CUB,NA_CUB,3,3,3,CUB,NA_CUB,MORTALITY,1,1,1,Vomba,4,83,ADULT_72_84,0,0
409,NA,38292,38292,2004,38384,2005,0,CUB,NA_CUB,3,3,3,CUB,NA_CUB,MORTALITY,1,1,1,Vomba,4,83,ADULT_72_84,0,0
410,NA,38657,38657,2005,38687,2005,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Vomba,5,95,ADULT_84,0,0
411,NA,38657,38657,2005,38687,2005,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Vomba,5,95,ADULT_84,0,0
412,MALE,38777,38777,2006,39995,2009,0,CUB,MALE_CUB,40,12,24,ADULT_36_48,MALE_ADULT_36_48,CENSORED,0,0,0,Vomba,6,99,ADULT_84,1,1
413,FEMALE,38777,38777,2006,42005,2015,0,CUB,FEMALE_CUB,106,12,24,ADULT_84,FEMALE_ADULT_84,CENSORED,0,0,0,Vomba,6,99,ADULT_84,1,1
414,FEMALE,39692,39692,2008,42005,2015,0,CUB,FEMALE_CUB,76,12,24,ADULT_72_84,FEMALE_ADULT_72_84,CENSORED,0,0,0,Vomba,7,129,ADULT_84,1,1
415,NA,40148,40148,2009,40179,2010,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Vomba,8,144,ADULT_84,0,0
416,NA,40148,40148,2009,40179,2010,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Vomba,8,144,ADULT_84,0,0
417,NA,40544,40544,2011,40603,2011,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Vomba,9,157,ADULT_84,0,0
418,NA,40544,40544,2011,40603,2011,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Vomba,9,157,ADULT_84,0,0
419,MALE,41061,41061,2012,41883,2014,0,CUB,MALE_CUB,27,12,24,SUBADULT,MALE_SUBADULT,CENSORED,0,0,0,Vomba,10,174,ADULT_84,1,1
420,MALE,35612,35612,1997,36526,2000,0,CUB,MALE_CUB,30,12,24,SUBADULT,MALE_SUBADULT,CENSORED,0,0,0,White_Cloth,1,46,ADULT_36_48,1,1
421,MALE,36800,36800,2000,37591,2002,0,CUB,MALE_CUB,26,12,24,SUBADULT,MALE_SUBADULT,CENSORED,0,0,0,White_Cloth,2,85,ADULT_84,1,1
422,FEMALE,36800,36800,2000,42005,2015,0,CUB,FEMALE_CUB,171,12,24,ADULT_84,FEMALE_ADULT_84,CENSORED,0,0,0,White_Cloth,2,85,ADULT_84,1,1
423,FEMALE,37712,37712,2003,37895,2003,0,CUB,FEMALE_CUB,6,6,6,CUB,FEMALE_CUB,MORTALITY,1,1,1,White_Cloth,3,115,ADULT_84,0,0
424,MALE,37712,37712,2003,40878,2011,0,CUB,MALE_CUB,104,12,24,ADULT_84,MALE_ADULT_84,CENSORED,0,0,0,White_Cloth,3,115,ADULT_84,1,1
425,FEMALE,38687,38687,2005,38838,2006,0,CUB,FEMALE_CUB,5,5,5,CUB,FEMALE_CUB,MORTALITY,1,1,1,White_Cloth,4,147,ADULT_84,0,0
426,MALE,38687,38687,2005,39234,2007,0,CUB,MALE_CUB,18,12,18,JUVENILE,MALE_JUVENILE,MORTALITY,1,0,1,White_Cloth,4,147,ADULT_84,1,0
427,MALE,39783,39783,2008,40664,2011,0,CUB,MALE_CUB,29,12,24,SUBADULT,MALE_SUBADULT,CENSORED,0,0,0,White_Cloth,5,183,ADULT_84,1,1
428,NA,41030,41030,2012,41122,2012,0,CUB,NA_CUB,3,3,3,CUB,NA_CUB,MORTALITY,1,1,1,White_Dam,1,71,ADULT_60_72,0,0
429,NA,41030,41030,2012,41183,2012,0,CUB,NA_CUB,5,5,5,CUB,NA_CUB,MORTALITY,1,1,1,White_Dam,1,71,ADULT_60_72,0,0
430,NA,41306,41306,2013,41365,2013,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,White_Dam,2,80,ADULT_72_84,0,0
431,NA,41640,41640,2014,41730,2014,0,CUB,NA_CUB,3,3,3,CUB,NA_CUB,MORTALITY,1,1,1,White_Dam,3,91,ADULT_84,0,0
432,NA,41640,41640,2014,41730,2014,0,CUB,NA_CUB,3,3,3,CUB,NA_CUB,MORTALITY,1,1,1,White_Dam,3,91,ADULT_84,0,0
433,NA,41974,41974,2014,42005,2015,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,CENSORED,0,1,1,White_Dam,4,102,ADULT_84,0,0
434,NA,41974,41974,2014,42005,2015,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,CENSORED,0,1,1,White_Dam,4,102,ADULT_84,0,0
435,FEMALE,38869,38869,2006,39234,2007,0,CUB,FEMALE_CUB,12,12,12,CUB,FEMALE_CUB,CENSORED,0,1,1,Wilson's_Pan,1,48,ADULT_36_48,1,0
436,NA,39600,39600,2008,39662,2008,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Wilson's_Pan,2,72,ADULT_60_72,0,0
437,NA,39600,39600,2008,39662,2008,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Wilson's_Pan,2,72,ADULT_60_72,0,0
438,FEMALE,39814,39814,2009,41609,2013,0,CUB,FEMALE_CUB,59,12,24,ADULT_48_60,FEMALE_ADULT_48_60,CENSORED,0,0,0,Wilson's_Pan,3,79,ADULT_72_84,1,1
439,FEMALE,39814,39814,2009,42005,2015,0,CUB,FEMALE_CUB,72,12,24,ADULT_60_72,FEMALE_ADULT_60_72,CENSORED,0,0,0,Wilson's_Pan,3,79,ADULT_72_84,1,1
440,MALE,40330,40330,2010,42005,2015,0,CUB,MALE_CUB,55,12,24,ADULT_48_60,MALE_ADULT_48_60,CENSORED,0,0,0,Wilson's_Pan,4,96,ADULT_84,1,1
441,FEMALE,40940,40940,2012,41730,2014,0,CUB,FEMALE_CUB,26,12,24,SUBADULT,FEMALE_SUBADULT,CENSORED,0,0,0,Wilson's_Pan,5,116,ADULT_84,1,1
442,MALE,40940,40940,2012,41821,2014,0,CUB,MALE_CUB,29,12,24,SUBADULT,MALE_SUBADULT,CENSORED,0,0,0,Wilson's_Pan,5,116,ADULT_84,1,1
443,NA,41609,41609,2013,41671,2014,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Wilson's_Pan,6,138,ADULT_84,0,0
444,NA,41609,41609,2013,41671,2014,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Wilson's_Pan,6,138,ADULT_84,0,0
445,NA,40238,40238,2010,40299,2010,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Xikavi,1,54,ADULT_48_60,0,0
446,NA,40238,40238,2010,40299,2010,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Xikavi,1,54,ADULT_48_60,0,0
447,NA,40664,40664,2011,40695,2011,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Xikavi,2,68,ADULT_60_72,0,0
448,NA,40909,40909,2012,40940,2012,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Xikavi,3,76,ADULT_72_84,0,0
449,NA,40909,40909,2012,40940,2012,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Xikavi,3,76,ADULT_72_84,0,0
450,NA,41518,41518,2013,41579,2013,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Xikavi,4,96,ADULT_84,0,0
451,NA,41518,41518,2013,41609,2013,0,CUB,NA_CUB,3,3,3,CUB,NA_CUB,MORTALITY,1,1,1,Xikavi,4,96,ADULT_84,0,0
452,NA,41760,41760,2014,41791,2014,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Xikavi,5,104,ADULT_84,0,0
453,NA,41760,41760,2014,41791,2014,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Xikavi,5,104,ADULT_84,0,0
454,NA,41913,41913,2014,41974,2014,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Xikavi,6,109,ADULT_84,0,0
455,NA,41913,41913,2014,41974,2014,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Xikavi,6,109,ADULT_84,0,0
456,NA,41913,41913,2014,41974,2014,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Xikavi,6,109,ADULT_84,0,0
457,NA,30864,30864,1984,30896,1984,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Y._Female,1,35,SUBADULT,0,0
458,NA,30864,30864,1984,30896,1984,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Y._Female,1,35,SUBADULT,0,0
459,NA,31291,31291,1985,31444,1986,0,CUB,NA_CUB,5,5,5,CUB,NA_CUB,MORTALITY,1,1,1,Y._Female,2,49,ADULT_48_60,0,0
460,MALE,31594,31594,1986,35947,1998,0,CUB,MALE_CUB,143,12,24,ADULT_84,MALE_ADULT_84,MORTALITY,1,0,0,Y._Female,3,59,ADULT_48_60,1,1
461,FEMALE,32112,32112,1987,32295,1988,0,CUB,FEMALE_CUB,6,6,6,CUB,FEMALE_CUB,MORTALITY,1,1,1,Y._Female,4,76,ADULT_72_84,0,0
462,MALE,37196,37196,2001,37956,2003,0,CUB,MALE_CUB,25,12,24,SUBADULT,MALE_SUBADULT,CENSORED,0,0,0,Young_Nottens,1,36,SUBADULT,1,1
463,MALE,37196,37196,2001,37956,2003,0,CUB,MALE_CUB,25,12,24,SUBADULT,MALE_SUBADULT,CENSORED,0,0,0,Young_Nottens,1,36,SUBADULT,1,1
464,NA,38200,38200,2004,38261,2004,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Young_Nottens,2,69,ADULT_60_72,0,0
465,NA,38200,38200,2004,38261,2004,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Young_Nottens,2,69,ADULT_60_72,0,0
466,NA,38626,38626,2005,38687,2005,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Young_Nottens,3,83,ADULT_72_84,0,0
467,NA,38626,38626,2005,38687,2005,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Young_Nottens,3,83,ADULT_72_84,0,0
468,NA,39022,39022,2006,39114,2007,0,CUB,NA_CUB,3,3,3,CUB,NA_CUB,MORTALITY,1,1,1,Young_Nottens,4,96,ADULT_84,0,0
469,FEMALE,39022,39022,2006,40725,2011,0,CUB,FEMALE_CUB,56,12,24,ADULT_48_60,FEMALE_ADULT_48_60,CENSORED,0,0,0,Young_Nottens,4,96,ADULT_84,1,1
470,NA,39600,39600,2008,39630,2008,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Young_Nottens,5,115,ADULT_84,0,0
471,NA,39600,39600,2008,39630,2008,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Young_Nottens,5,115,ADULT_84,0,0
472,NA,39600,39600,2008,39753,2008,0,CUB,NA_CUB,5,5,5,CUB,NA_CUB,MORTALITY,1,1,1,Young_Nottens,5,115,ADULT_84,0,0
473,NA,39873,39873,2009,39934,2009,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Young_Nottens,6,124,ADULT_84,0,0
474,NA,39873,39873,2009,39934,2009,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Young_Nottens,6,124,ADULT_84,0,0
475,MALE,40179,40179,2010,42005,2015,0,CUB,MALE_CUB,60,12,24,ADULT_48_60,MALE_ADULT_48_60,CENSORED,0,0,0,Young_Nottens,7,134,ADULT_84,1,1
476,MALE,40180,40180,2010,40483,2010,0,CUB,MALE_CUB,10,10,10,CUB,MALE_CUB,MORTALITY,1,1,1,Young_Nottens,7,134,ADULT_84,0,0
477,NA,40969,40969,2012,41091,2012,0,CUB,NA_CUB,4,4,4,CUB,NA_CUB,MORTALITY,1,1,1,Young_Nottens,8,160,ADULT_84,0,0
478,FEMALE,40969,40969,2012,41244,2012,0,CUB,FEMALE_CUB,9,9,9,CUB,FEMALE_CUB,MORTALITY,1,1,1,Young_Nottens,8,160,ADULT_84,0,0
479,NA,41730,41730,2014,41760,2014,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Young_Nottens,9,185,ADULT_84,0,0
480,MALE,41730,41730,2014,42005,2015,0,CUB,MALE_CUB,9,9,9,CUB,MALE_CUB,CENSORED,0,1,1,Young_Nottens,9,185,ADULT_84,0,0
